iata,first_year,last_year,annual_mvts,peak_hour_mvts,annual_growth,peak_growth,absorption,peak_hour_share,state,note
ROP,2016,2017,730,2.0,-0.0054,0.0,nan,0.00274,not_assessed,"below the screen floor, peak too small to read a trend"
ROR,2015,2019,1793,2.0,-0.1198,-0.1166,0.973,0.001263,not_assessed,"below the screen floor, peak too small to read a trend"
ROS,2015,2019,7487,4.0,0.2429,0.3422,1.409,0.000515,not_assessed,"below the screen floor, peak too small to read a trend"
ROT,2015,2019,6222,4.0,-0.0454,-0.0012,0.026,0.000683,not_assessed,"below the screen floor, peak too small to read a trend"
ROV,2015,2019,24355,6.6,0.3484,-0.1316,-0.378,0.000332,tightening,"growth going into the shoulder hours, not the peak"
ROW,2015,2019,2769,2.3,0.2994,0.0337,0.113,0.000842,not_assessed,"below the screen floor, peak too small to read a trend"
RPR,2015,2019,16874,6.6,0.7551,0.1039,0.138,0.000425,not_assessed,"below the screen floor, peak too small to read a trend"
RQA,2019,2019,2454,3.0,nan,nan,nan,0.001434,too_short,"one observed year, no trend to read"
RRG,2015,2018,3234,2.5,0.2545,0.0984,0.387,0.000777,not_assessed,"below the screen floor, peak too small to read a trend"
RSA,2015,2019,615,1.5,-0.1387,-0.217,1.565,0.002376,not_assessed,"below the screen floor, peak too small to read a trend"
RSD,2015,2019,5560,6.7,0.0062,0.1113,nan,0.001409,not_assessed,"below the screen floor, peak too small to read a trend"
RSH,2015,2019,2884,3.0,0.3872,0.4795,1.238,0.001184,not_assessed,"below the screen floor, peak too small to read a trend"
RST,2015,2019,8484,5.3,0.5556,0.5808,1.045,0.00065,not_assessed,"below the screen floor, peak too small to read a trend"
RSU,2015,2019,5100,4.0,-0.0807,0.0946,-1.172,0.000797,not_assessed,"below the screen floor, peak too small to read a trend"
RSW,2015,2019,73061,24.3,0.0936,-0.0825,-0.882,0.00037,tightening,"growth going into the shoulder hours, not the peak"
RTB,2015,2019,12674,4.0,0.2375,-0.154,-0.649,0.001197,not_assessed,"below the screen floor, peak too small to read a trend"
RTG,2016,2019,730,2.0,-0.3663,-0.5664,1.546,0.00274,not_assessed,"below the screen floor, peak too small to read a trend"
RTI,2016,2019,1460,2.0,1.1408,1.0,0.877,0.00137,not_assessed,"below the screen floor, peak too small to read a trend"
RTM,2015,2019,15670,9.2,-0.0579,0.091,-1.573,0.000636,not_assessed,"below the screen floor, peak too small to read a trend"
RTW,2015,2018,5115,2.2,0.1662,0.0101,0.061,0.00048,not_assessed,"below the screen floor, peak too small to read a trend"
RUH,2015,2019,189783,35.6,0.2629,0.3444,1.31,0.000197,headroom,peak growing broadly in step with annual traffic
RUN,2015,2018,12296,6.3,0.0584,0.4195,7.177,0.000493,not_assessed,"below the screen floor, peak too small to read a trend"
RUP,2015,2017,393,1.0,-0.3821,0.0,-0.0,0.002501,not_assessed,"below the screen floor, peak too small to read a trend"
RUT,2015,2019,2190,2.1,0.0037,0.0444,nan,0.000954,not_assessed,"below the screen floor, peak too small to read a trend"
RVK,2015,2019,2226,2.0,-0.2716,-0.2004,0.738,0.000917,not_assessed,"below the screen floor, peak too small to read a trend"
RVN,2015,2019,4574,3.0,0.3437,0.0589,0.172,0.000714,not_assessed,"below the screen floor, peak too small to read a trend"
RXS,2015,2019,2170,3.0,-0.0317,-0.2439,7.698,0.001375,not_assessed,"below the screen floor, peak too small to read a trend"
RYG,2015,2015,10808,6.0,nan,nan,nan,0.000555,too_short,"one observed year, no trend to read"
RYK,2015,2019,1193,2.8,0.1212,0.9643,7.953,0.001981,not_assessed,"below the screen floor, peak too small to read a trend"
RYL,2015,2017,997,1.5,0.0652,-0.0126,-0.193,0.001476,not_assessed,"below the screen floor, peak too small to read a trend"
RZE,2015,2019,7038,4.0,0.1551,0.0223,0.144,0.000847,not_assessed,"below the screen floor, peak too small to read a trend"
RZR,2016,2019,1528,3.0,1.0565,1.8364,1.738,0.001902,not_assessed,"below the screen floor, peak too small to read a trend"
SAB,2015,2019,3000,2.2,0.0263,-0.1,-3.796,0.00075,not_assessed,"below the screen floor, peak too small to read a trend"
SAF,2015,2019,5694,3.1,0.4393,-0.0022,-0.005,0.000539,not_assessed,"below the screen floor, peak too small to read a trend"
SAG,2019,2019,6338,7.9,nan,nan,nan,0.001124,too_short,"one observed year, no trend to read"
SAH,2015,2016,3668,3.0,-0.569,-0.1875,0.33,0.000893,not_assessed,"below the screen floor, peak too small to read a trend"
SAL,2015,2019,46830,25.4,0.1222,0.1443,1.181,0.00053,headroom,peak growing broadly in step with annual traffic
SAN,2015,2019,206876,47.9,0.2053,0.0721,0.351,0.000236,headroom,peak growing broadly in step with annual traffic
SAP,2015,2019,16842,5.3,-0.0644,-0.2519,3.909,0.000534,not_assessed,"below the screen floor, peak too small to read a trend"
SAQ,2017,2019,1460,2.0,0.0,0.0,nan,0.001884,not_assessed,"below the screen floor, peak too small to read a trend"
SAT,2015,2019,89946,24.0,0.0473,0.0453,0.959,0.000255,headroom,peak growing broadly in step with annual traffic
SAV,2015,2019,38128,11.2,0.3248,-0.0091,-0.028,0.000358,tightening,"growth going into the shoulder hours, not the peak"
SAW,2015,2019,228314,41.8,0.1442,-0.1933,-1.34,0.000184,tightening,"growth going into the shoulder hours, not the peak"
SBA,2015,2019,18638,4.5,0.2951,-0.2309,-0.783,0.000441,not_assessed,"below the screen floor, peak too small to read a trend"
SBH,2015,2019,38359,20.9,0.4213,0.1133,0.269,0.000562,tightening,"growth going into the shoulder hours, not the peak"
SBN,2015,2019,15416,6.4,0.3333,0.2742,0.823,0.000482,not_assessed,"below the screen floor, peak too small to read a trend"
SBP,2015,2019,11246,7.1,0.5085,0.7951,1.564,0.000676,not_assessed,"below the screen floor, peak too small to read a trend"
SBW,2015,2019,16730,7.0,-0.0874,-0.227,2.597,0.000414,not_assessed,"below the screen floor, peak too small to read a trend"
SBY,2015,2019,3835,2.9,-0.0338,-0.037,1.097,0.000748,not_assessed,"below the screen floor, peak too small to read a trend"
SBZ,2015,2019,6314,3.7,0.7786,0.2222,0.285,0.000719,not_assessed,"below the screen floor, peak too small to read a trend"
SCC,2015,2019,4093,2.2,0.2807,1.219,4.343,0.001055,not_assessed,"below the screen floor, peak too small to read a trend"
SCE,2015,2019,10304,5.2,0.2271,0.2929,1.29,0.000494,not_assessed,"below the screen floor, peak too small to read a trend"
SCK,2016,2019,2071,2.0,0.5398,0.0,0.0,0.001157,not_assessed,"below the screen floor, peak too small to read a trend"
SCL,2015,2019,154286,35.4,0.2913,0.4648,1.596,0.000229,headroom,peak growing broadly in step with annual traffic
SCM,2015,2019,1024,1.0,-0.5933,-0.6615,1.115,0.000987,not_assessed,"below the screen floor, peak too small to read a trend"
SCN,2015,2019,4716,4.0,-0.283,0.0,-0.0,0.000957,not_assessed,"below the screen floor, peak too small to read a trend"
SCO,2015,2019,12583,5.9,0.3571,0.4965,1.391,0.00053,not_assessed,"below the screen floor, peak too small to read a trend"
SCQ,2015,2019,18925,8.8,0.1523,-0.1888,-1.24,0.000492,not_assessed,"below the screen floor, peak too small to read a trend"
SCU,2015,2019,3424,2.0,0.075,-0.1084,-1.444,0.000933,not_assessed,"below the screen floor, peak too small to read a trend"
SCV,2017,2019,3139,3.0,0.4152,0.35,0.843,0.001492,not_assessed,"below the screen floor, peak too small to read a trend"
SCW,2015,2019,6670,3.6,0.7636,0.1987,0.26,0.000555,not_assessed,"below the screen floor, peak too small to read a trend"
SCY,2015,2019,1908,2.9,0.252,-0.1871,-0.742,0.001794,not_assessed,"below the screen floor, peak too small to read a trend"
SDD,2015,2018,1600,2.0,0.1799,-0.0066,-0.037,0.001293,not_assessed,"below the screen floor, peak too small to read a trend"
SDE,2016,2019,1309,2.0,0.1093,-0.064,-0.585,0.002371,not_assessed,"below the screen floor, peak too small to read a trend"
SDF,2015,2019,56679,16.7,0.1651,0.1606,0.972,0.000293,headroom,peak growing broadly in step with annual traffic
SDG,2017,2017,1091,1.8,nan,nan,nan,0.001672,too_short,"one observed year, no trend to read"
SDJ,2015,2019,46924,15.2,0.1735,0.2711,1.562,0.000401,headroom,peak growing broadly in step with annual traffic
SDK,2015,2019,9605,4.9,-0.077,0.2292,-2.977,0.000586,not_assessed,"below the screen floor, peak too small to read a trend"
SDL,2015,2019,4223,4.7,0.0589,1.274,21.619,0.001172,not_assessed,"below the screen floor, peak too small to read a trend"
SDN,2015,2019,2438,2.1,0.0125,-0.0521,nan,0.000847,not_assessed,"below the screen floor, peak too small to read a trend"
SDQ,2015,2019,33173,10.8,0.1673,0.079,0.472,0.000344,headroom,peak growing broadly in step with annual traffic
SDR,2015,2019,8159,4.8,0.0281,-0.0686,-2.44,0.000607,not_assessed,"below the screen floor, peak too small to read a trend"
SDU,2015,2019,85276,25.9,-0.2018,0.0794,-0.394,0.000304,headroom,"traffic broadly flat, nothing to read into the peak"
SDV,2015,2018,8420,3.4,0.4738,0.498,1.051,0.000438,not_assessed,"below the screen floor, peak too small to read a trend"
SDY,2015,2019,3650,2.0,-0.0,0.0,nan,0.000548,not_assessed,"below the screen floor, peak too small to read a trend"
SEA,2015,2019,430307,93.0,0.1847,0.0933,0.505,0.000239,headroom,peak growing broadly in step with annual traffic
SEB,2016,2016,768,1.6,nan,nan,nan,0.002221,too_short,"one observed year, no trend to read"
SEN,2015,2019,18938,7.0,1.0982,0.75,0.683,0.000404,not_assessed,"below the screen floor, peak too small to read a trend"
SEU,2015,2018,27758,29.0,9.9542,8.8592,0.89,0.001125,headroom,peak growing broadly in step with annual traffic
SEZ,2015,2018,24373,3.1,0.3131,-0.1911,-0.61,0.000489,tightening,"growth going into the shoulder hours, not the peak"
SFA,2015,2017,1472,1.5,0.6429,0.5118,0.796,0.00134,not_assessed,"below the screen floor, peak too small to read a trend"
SFB,2015,2019,22104,11.7,0.4349,0.2609,0.6,0.000522,headroom,peak growing broadly in step with annual traffic
SFG,2015,2019,6714,5.0,-0.0603,0.1804,-2.991,0.000834,not_assessed,"below the screen floor, peak too small to read a trend"
SFL,2015,2018,1238,2.1,0.5246,0.3129,0.596,0.001705,not_assessed,"below the screen floor, peak too small to read a trend"
SFN,2015,2019,1913,3.5,0.0729,2.2349,30.652,0.001658,not_assessed,"below the screen floor, peak too small to read a trend"
SFO,2015,2019,428562,92.6,0.0835,-0.0061,-0.073,0.000226,at_ceiling,"large airport, peak hour static across the window"
SFS,2018,2018,859,2.0,nan,nan,nan,0.002328,too_short,"one observed year, no trend to read"
SFT,2015,2019,2738,2.6,-0.1185,0.1198,-1.011,0.001024,not_assessed,"below the screen floor, peak too small to read a trend"
SGC,2015,2019,18654,6.0,0.413,0.0063,0.015,0.000451,not_assessed,"below the screen floor, peak too small to read a trend"
SGD,2015,2019,2331,2.0,-0.0072,0.0182,nan,0.000915,not_assessed,"below the screen floor, peak too small to read a trend"
SGF,2015,2019,22290,6.8,0.3236,-0.0009,-0.003,0.000409,tightening,"growth going into the shoulder hours, not the peak"
SGN,2015,2019,252968,48.5,0.456,0.3335,0.731,0.000199,headroom,peak growing broadly in step with annual traffic
SGU,2015,2018,6494,3.2,0.6395,0.1,0.156,0.000494,not_assessed,"below the screen floor, peak too small to read a trend"
SGY,2015,2019,3618,6.8,-0.4086,0.2999,-0.734,0.001942,not_assessed,"below the screen floor, peak too small to read a trend"
SHA,2015,2019,274788,51.4,0.0504,-0.0073,-0.144,0.000201,at_ceiling,"large airport, peak hour static across the window"
SHB,2015,2019,2920,3.0,-0.0,0.0075,nan,0.001381,not_assessed,"below the screen floor, peak too small to read a trend"
SHC,2018,2018,794,2.0,nan,nan,nan,0.002519,too_short,"one observed year, no trend to read"
SHD,2015,2019,1416,2.1,-0.246,0.0055,-0.022,0.001481,not_assessed,"below the screen floor, peak too small to read a trend"
SHE,2015,2019,142852,30.0,0.5013,0.1611,0.321,0.000216,tightening,"growth going into the shoulder hours, not the peak"
SHF,2018,2019,1849,2.0,-0.4717,-0.3333,0.707,0.001386,not_assessed,"below the screen floor, peak too small to read a trend"
SHG,2015,2019,1711,2.0,0.0376,-0.0139,-0.369,0.001169,not_assessed,"below the screen floor, peak too small to read a trend"
SHH,2015,2019,2058,2.0,0.0239,0.0,0.0,0.001458,not_assessed,"below the screen floor, peak too small to read a trend"
SHJ,2015,2019,79416,23.2,0.2288,0.4543,1.985,0.000292,headroom,peak growing broadly in step with annual traffic
SHL,2019,2019,1113,2.9,nan,nan,nan,0.003006,too_short,"one observed year, no trend to read"
SHM,2015,2019,2190,1.2,-0.0,0.2292,nan,0.000842,not_assessed,"below the screen floor, peak too small to read a trend"
SHO,2015,2018,2272,1.3,-0.0156,0.2278,nan,0.000611,not_assessed,"below the screen floor, peak too small to read a trend"
SHP,2015,2015,2040,3.0,nan,nan,nan,0.001787,too_short,"one observed year, no trend to read"
SHR,2019,2019,1578,2.2,nan,nan,nan,0.001371,too_short,"one observed year, no trend to read"
SHV,2015,2019,14194,4.3,0.03,-0.1818,-6.053,0.000457,not_assessed,"below the screen floor, peak too small to read a trend"
SHW,2015,2019,2264,4.2,0.2225,0.2989,1.343,0.00184,not_assessed,"below the screen floor, peak too small to read a trend"
SHX,2015,2019,1341,2.0,0.5308,0.0,0.0,0.001525,not_assessed,"below the screen floor, peak too small to read a trend"
SIC,2016,2018,780,2.0,-0.0692,0.0,-0.0,0.002564,not_assessed,"below the screen floor, peak too small to read a trend"
SID,2015,2018,8091,5.0,0.432,0.6618,1.532,0.000877,not_assessed,"below the screen floor, peak too small to read a trend"
SIF,2015,2019,4200,3.0,-0.0276,0.1831,-6.645,0.000948,not_assessed,"below the screen floor, peak too small to read a trend"
SIG,2016,2017,3233,3.0,-0.3185,0.0,-0.0,0.000928,not_assessed,"below the screen floor, peak too small to read a trend"
SIN,2015,2019,367673,64.1,0.1159,0.0521,0.449,0.000182,headroom,peak growing broadly in step with annual traffic
SIP,2015,2019,31921,13.5,0.2229,0.1801,0.808,0.000416,headroom,peak growing broadly in step with annual traffic
SIT,2015,2019,6244,2.0,0.5425,-0.1918,-0.354,0.000816,not_assessed,"below the screen floor, peak too small to read a trend"
SIU,2017,2019,730,2.0,-0.1531,-0.1429,0.933,0.006955,not_assessed,"below the screen floor, peak too small to read a trend"
SJC,2015,2019,148481,35.5,0.5885,0.3622,0.615,0.000261,headroom,peak growing broadly in step with annual traffic
SJD,2015,2019,39162,27.9,0.2851,0.3223,1.13,0.00071,headroom,peak growing broadly in step with annual traffic
SJI,2017,2017,682,2.1,nan,nan,nan,0.003042,too_short,"one observed year, no trend to read"
SJJ,2015,2019,9788,5.4,0.2041,0.0545,0.267,0.00058,not_assessed,"below the screen floor, peak too small to read a trend"
SJO,2015,2019,69562,20.5,-0.1392,-0.2075,1.491,0.000376,headroom,"traffic broadly flat, nothing to read into the peak"
SJP,2015,2019,8353,5.1,0.0392,0.3041,7.761,0.000605,not_assessed,"below the screen floor, peak too small to read a trend"
SJT,2015,2019,3762,1.6,0.0588,-0.2473,-4.204,0.000667,not_assessed,"below the screen floor, peak too small to read a trend"
SJU,2015,2019,121112,37.8,-0.0225,-0.1676,7.462,0.000336,headroom,"traffic broadly flat, nothing to read into the peak"
SJW,2015,2019,87733,18.8,0.8533,0.3266,0.383,0.000222,headroom,peak growing broadly in step with annual traffic
SJZ,2015,2019,1450,2.0,0.2565,0.0,0.0,0.001635,not_assessed,"below the screen floor, peak too small to read a trend"
SKB,2015,2019,7187,5.5,-0.0369,0.4224,-11.462,0.001729,not_assessed,"below the screen floor, peak too small to read a trend"
SKD,2015,2019,3723,3.0,0.6969,0.5,0.717,0.00083,not_assessed,"below the screen floor, peak too small to read a trend"
SKG,2015,2019,49010,16.8,0.2019,0.1802,0.893,0.000373,headroom,peak growing broadly in step with annual traffic
SKH,2019,2019,704,2.0,nan,nan,nan,0.004587,too_short,"one observed year, no trend to read"
SKK,2015,2019,2981,4.0,0.0102,0.3333,nan,0.001374,not_assessed,"below the screen floor, peak too small to read a trend"
SKN,2015,2019,4452,3.0,-0.1305,0.0373,-0.286,0.000679,not_assessed,"below the screen floor, peak too small to read a trend"
SKO,2015,2018,1126,2.1,-0.1696,0.1533,-0.904,0.002009,not_assessed,"below the screen floor, peak too small to read a trend"
SKP,2015,2019,15914,6.9,0.3711,0.3821,1.03,0.000487,not_assessed,"below the screen floor, peak too small to read a trend"
SKT,2015,2019,5341,4.5,0.4521,0.5016,1.109,0.000707,not_assessed,"below the screen floor, peak too small to read a trend"
SKX,2015,2019,1778,2.0,1.4027,0.9854,0.703,0.001392,not_assessed,"below the screen floor, peak too small to read a trend"
SKZ,2015,2019,2248,2.1,0.1074,1.1429,10.642,0.001218,not_assessed,"below the screen floor, peak too small to read a trend"
SLA,2015,2019,11036,5.1,0.332,0.4838,1.457,0.000506,not_assessed,"below the screen floor, peak too small to read a trend"
SLC,2015,2019,249512,73.2,0.1012,0.0209,0.207,0.000257,tightening,"growth going into the shoulder hours, not the peak"
SLI,2015,2018,964,1.8,-0.279,-0.1744,0.625,0.002712,not_assessed,"below the screen floor, peak too small to read a trend"
SLK,2015,2019,2190,1.2,0.0,-0.4073,nan,0.000541,not_assessed,"below the screen floor, peak too small to read a trend"
SLL,2015,2019,11569,5.6,0.2594,1.0172,3.921,0.000527,not_assessed,"below the screen floor, peak too small to read a trend"
SLN,2015,2019,1564,2.3,0.1006,0.13,1.292,0.001445,not_assessed,"below the screen floor, peak too small to read a trend"
SLP,2015,2019,9990,5.0,0.028,-0.0876,-3.13,0.000799,not_assessed,"below the screen floor, peak too small to read a trend"
SLU,2015,2019,6211,4.0,0.1965,-0.323,-1.644,0.000674,not_assessed,"below the screen floor, peak too small to read a trend"
SLW,2015,2018,696,2.2,-0.612,0.1122,-0.183,0.00347,not_assessed,"below the screen floor, peak too small to read a trend"
SLY,2015,2019,4916,4.0,0.092,0.1216,1.322,0.000713,not_assessed,"below the screen floor, peak too small to read a trend"
SLZ,2015,2019,12642,6.2,-0.1918,-0.3154,1.644,0.000552,not_assessed,"below the screen floor, peak too small to read a trend"
SMA,2015,2019,1501,1.2,0.2154,-0.4221,-1.96,0.001807,not_assessed,"below the screen floor, peak too small to read a trend"
SMF,2015,2019,118971,30.6,0.3123,0.3468,1.11,0.000241,headroom,peak growing broadly in step with annual traffic
SMI,2015,2019,4609,5.0,0.3481,0.0,0.0,0.001859,not_assessed,"below the screen floor, peak too small to read a trend"
SMK,2015,2019,3798,4.0,-0.0304,0.0,-0.0,0.001464,not_assessed,"below the screen floor, peak too small to read a trend"
SML,2015,2019,1876,3.0,0.0,0.0,nan,0.001599,not_assessed,"below the screen floor, peak too small to read a trend"
SMQ,2016,2019,8976,7.0,1.3134,2.5,1.903,0.000775,not_assessed,"below the screen floor, peak too small to read a trend"
SMR,2015,2019,18216,7.7,0.6129,0.3588,0.585,0.000389,not_assessed,"below the screen floor, peak too small to read a trend"
SMS,2015,2017,638,1.0,-0.4457,-0.1,0.224,0.001646,not_assessed,"below the screen floor, peak too small to read a trend"
SMT,2017,2017,781,1.0,nan,nan,nan,0.001865,too_short,"one observed year, no trend to read"
SMX,2015,2017,1788,1.8,0.0039,-0.0843,nan,0.004481,not_assessed,"below the screen floor, peak too small to read a trend"
SNA,2015,2019,90694,27.7,0.0731,0.1326,1.813,0.000302,headroom,peak growing broadly in step with annual traffic
SNE,2015,2015,424,2.0,nan,nan,nan,0.004654,too_short,"one observed year, no trend to read"
SNN,2015,2019,11070,6.0,-0.004,0.0312,nan,0.000595,not_assessed,"below the screen floor, peak too small to read a trend"
SNO,2015,2019,2898,2.0,-0.1682,-0.3265,1.941,0.000817,not_assessed,"below the screen floor, peak too small to read a trend"
SNU,2015,2019,4823,4.5,0.1786,0.125,0.7,0.001068,not_assessed,"below the screen floor, peak too small to read a trend"
SNW,2015,2019,4977,8.8,0.3662,0.6742,1.841,0.001761,not_assessed,"below the screen floor, peak too small to read a trend"
SOC,2015,2019,16938,6.3,0.185,0.1303,0.705,0.000388,not_assessed,"below the screen floor, peak too small to read a trend"
SOF,2015,2019,51046,15.3,0.4259,0.1927,0.453,0.000334,headroom,peak growing broadly in step with annual traffic
SOG,2015,2019,5270,4.0,-0.0439,-0.0312,0.711,0.000759,not_assessed,"below the screen floor, peak too small to read a trend"
SOJ,2015,2016,2318,2.0,0.0311,-0.1129,-3.627,0.00087,not_assessed,"below the screen floor, peak too small to read a trend"
SOM,2015,2015,670,1.0,nan,nan,nan,0.001493,too_short,"one observed year, no trend to read"
SON,2015,2019,4935,5.0,0.2812,0.2821,1.003,0.000972,not_assessed,"below the screen floor, peak too small to read a trend"
SOQ,2015,2019,23173,14.9,1.3187,0.9705,0.736,0.000588,headroom,peak growing broadly in step with annual traffic
SOU,2015,2019,31438,13.0,-0.0942,-0.0534,0.567,0.00039,headroom,"traffic broadly flat, nothing to read into the peak"
SOV,2015,2019,1552,1.9,1.126,-0.0333,-0.03,0.001464,not_assessed,"below the screen floor, peak too small to read a trend"
SOW,2015,2019,2010,2.0,0.1565,0.0,0.0,0.000995,not_assessed,"below the screen floor, peak too small to read a trend"
SOY,2015,2019,1250,2.0,0.0064,0.0,nan,0.0016,not_assessed,"below the screen floor, peak too small to read a trend"
SPB,2015,2019,5022,3.9,-0.2666,0.2951,-1.107,0.000781,not_assessed,"below the screen floor, peak too small to read a trend"
SPC,2015,2019,20622,8.2,0.6296,0.4098,0.651,0.000612,headroom,peak growing broadly in step with annual traffic
SPD,2015,2019,5654,5.0,1.9479,0.2278,0.117,0.001014,not_assessed,"below the screen floor, peak too small to read a trend"
SPI,2015,2019,3596,1.5,-0.0655,-0.4706,7.186,0.001314,not_assessed,"below the screen floor, peak too small to read a trend"
SPN,2015,2019,6305,4.0,-0.2285,-0.099,0.433,0.000754,not_assessed,"below the screen floor, peak too small to read a trend"
SPR,2015,2019,49821,18.4,0.4467,0.6727,1.506,0.000374,headroom,peak growing broadly in step with annual traffic
SPS,2015,2019,2515,2.3,-0.0723,0.1263,-1.747,0.00092,not_assessed,"below the screen floor, peak too small to read a trend"
SPU,2015,2019,24047,13.0,0.5277,-0.0706,-0.134,0.000627,tightening,"growth going into the shoulder hours, not the peak"
SPY,2016,2018,810,2.0,0.1111,0.9516,8.564,0.002444,not_assessed,"below the screen floor, peak too small to read a trend"
SQD,2018,2019,6028,5.0,0.3202,0.2404,0.751,0.000823,not_assessed,"below the screen floor, peak too small to read a trend"
SQG,2017,2019,2518,4.0,0.2319,1.0,4.312,0.001602,not_assessed,"below the screen floor, peak too small to read a trend"
SQJ,2017,2017,2018,2.4,nan,nan,nan,0.001214,too_short,"one observed year, no trend to read"
SRE,2015,2019,8798,5.8,0.5572,0.1768,0.317,0.00092,not_assessed,"below the screen floor, peak too small to read a trend"
SRG,2015,2019,45990,15.0,0.4713,0.4579,0.972,0.000301,headroom,peak growing broadly in step with annual traffic
SRI,2015,2019,4877,5.0,1.2118,-0.1667,-0.138,0.001037,not_assessed,"below the screen floor, peak too small to read a trend"
SRQ,2015,2019,17685,10.7,0.4909,0.2952,0.601,0.000578,not_assessed,"below the screen floor, peak too small to read a trend"
SRY,2015,2019,2871,3.0,1.361,0.5,0.367,0.001011,not_assessed,"below the screen floor, peak too small to read a trend"
SSA,2015,2019,53959,15.5,-0.2709,-0.1749,0.646,0.000299,headroom,"traffic broadly flat, nothing to read into the peak"
SSB,2015,2019,5022,3.1,-0.2666,0.0219,-0.082,0.000617,not_assessed,"below the screen floor, peak too small to read a trend"
SSG,2015,2018,8183,5.0,-0.1957,0.9439,-4.823,0.000537,not_assessed,"below the screen floor, peak too small to read a trend"
SSH,2015,2018,14565,6.0,-0.2038,-0.2113,1.037,0.000431,not_assessed,"below the screen floor, peak too small to read a trend"
SSJ,2015,2019,3310,3.0,-0.4771,-0.3143,0.659,0.001027,not_assessed,"below the screen floor, peak too small to read a trend"
STD,2015,2016,1495,3.0,-0.6588,-0.25,0.38,0.001523,not_assessed,"below the screen floor, peak too small to read a trend"
STI,2015,2019,12964,7.8,0.1595,0.4714,2.956,0.000383,not_assessed,"below the screen floor, peak too small to read a trend"
STL,2015,2019,172929,37.2,0.063,-0.1644,-2.61,0.000249,tightening,"growth going into the shoulder hours, not the peak"
STM,2015,2019,5368,4.0,-0.3486,-0.2127,0.61,0.000964,not_assessed,"below the screen floor, peak too small to read a trend"
STN,2015,2019,170243,43.9,0.1984,0.021,0.106,0.000264,tightening,"growth going into the shoulder hours, not the peak"
STR,2015,2019,113248,34.3,0.1727,0.1173,0.679,0.000303,headroom,peak growing broadly in step with annual traffic
STS,2015,2019,8553,6.3,0.9483,1.9382,2.044,0.000723,not_assessed,"below the screen floor, peak too small to read a trend"
STT,2015,2019,38497,12.0,0.1632,-0.1815,-1.112,0.000716,tightening,"growth going into the shoulder hours, not the peak"
STV,2016,2019,15257,7.1,10.2681,2.5308,0.246,0.000512,not_assessed,"below the screen floor, peak too small to read a trend"
STW,2015,2019,4580,3.0,0.3019,0.4788,1.586,0.000771,not_assessed,"below the screen floor, peak too small to read a trend"
STX,2015,2019,15563,6.4,0.1383,0.3325,2.404,0.000974,not_assessed,"below the screen floor, peak too small to read a trend"
SUB,2015,2019,155197,34.8,0.0536,0.0209,0.391,0.000238,headroom,peak growing broadly in step with annual traffic
SUF,2015,2019,19573,8.8,0.263,0.009,0.034,0.00042,not_assessed,"below the screen floor, peak too small to read a trend"
SUG,2015,2019,676,2.0,-0.6189,0.0242,-0.039,0.003031,not_assessed,"below the screen floor, peak too small to read a trend"
SUN,2015,2019,3646,3.0,0.2713,0.1837,0.677,0.000831,not_assessed,"below the screen floor, peak too small to read a trend"
SUP,2018,2019,730,2.0,0.0,0.0,nan,0.00274,not_assessed,"below the screen floor, peak too small to read a trend"
SUR,2016,2019,1156,2.0,-0.0825,-0.25,3.029,0.003248,not_assessed,"below the screen floor, peak too small to read a trend"
SUV,2015,2019,9165,4.0,0.2689,0.3333,1.24,0.00061,not_assessed,"below the screen floor, peak too small to read a trend"
SUX,2015,2019,2690,3.2,0.9867,0.5355,0.543,0.001188,not_assessed,"below the screen floor, peak too small to read a trend"
SVA,2015,2019,3672,4.0,0.8269,0.3333,0.403,0.00109,not_assessed,"below the screen floor, peak too small to read a trend"
SVB,2015,2018,1651,2.0,1.7517,1.8889,1.078,0.001507,not_assessed,"below the screen floor, peak too small to read a trend"
SVC,2015,2019,2504,2.0,-0.1073,0.0,-0.0,0.0008,not_assessed,"below the screen floor, peak too small to read a trend"
SVD,2015,2019,6180,3.0,0.0987,-0.25,-2.534,0.000684,not_assessed,"below the screen floor, peak too small to read a trend"
SVG,2015,2019,43187,15.7,-0.1655,-0.1228,0.742,0.000363,headroom,"traffic broadly flat, nothing to read into the peak"
SVJ,2015,2019,3995,3.7,0.0286,0.3882,13.584,0.000925,not_assessed,"below the screen floor, peak too small to read a trend"
SVK,2015,2018,2126,3.5,-0.7358,-0.1593,0.216,0.001646,not_assessed,"below the screen floor, peak too small to read a trend"
SVO,2015,2019,370263,60.6,0.5434,0.4615,0.849,0.000183,headroom,peak growing broadly in step with annual traffic
SVQ,2015,2019,51275,16.3,0.642,0.1578,0.246,0.000321,tightening,"growth going into the shoulder hours, not the peak"
SVU,2015,2019,2354,3.2,0.4984,2.1667,4.347,0.001345,not_assessed,"below the screen floor, peak too small to read a trend"
SVX,2015,2019,45543,14.3,0.2405,0.3656,1.52,0.000355,headroom,peak growing broadly in step with annual traffic
SWA,2015,2019,55013,17.5,1.0088,0.6663,0.66,0.000322,headroom,peak growing broadly in step with annual traffic
SWF,2015,2019,6466,6.1,0.1812,0.2043,1.127,0.000917,not_assessed,"below the screen floor, peak too small to read a trend"
SWO,2017,2019,1757,1.8,0.2261,-0.1264,-0.559,0.000984,not_assessed,"below the screen floor, peak too small to read a trend"
